"0","#| warning: false"
"0","library(pROC)"
"2","Type 'citation(""pROC"")' for a citation.
"
"2","
Attaching package: ‘pROC’

"
"2","The following object is masked from ‘package:posterior’:

    var

"
"2","The following objects are masked from ‘package:stats’:

    cov, smooth, var

"
"0","roc1 <- roc(cabin_response_factor, apply(rstan::extract(sst_fit_1, ""y_pred"")$y_pred, 2, mean))"
"2","Setting levels: control = FALSE, case = TRUE
"
"2","Setting direction: controls < cases
"
"0","roc2 <- roc(cabin_response_factor, apply(rstan::extract(sst_fit_2, ""y_pred"")$y_pred, 2, mean))"
"2","Setting levels: control = FALSE, case = TRUE
"
"2","Setting direction: controls < cases
"
"0","auc1 <- auc(roc1)"
"0","auc2 <- auc(roc2)"
"0",""
"0","roc1_df <- data.frame(tpr=roc1$sensitivities, fpr= 1 - roc1$specificities, model='Model 1')"
"0","roc2_df <- data.frame(tpr=roc2$sensitivities, fpr= 1 - roc2$specificities, model='Model 2')"
"0",""
"0","# Combine the data frames"
"0","roc_df <- rbind(roc1_df, roc2_df)"
"0",""
"0","# Plot with ggplot"
"0","ggplot(roc_df, aes(x=fpr, y=tpr, color=model)) + "
"0","  geom_line() + "
"0","  geom_abline(linetype=""dashed"") +"
"0","  scale_color_manual(values=c(""Model 1""=""red"", ""Model 2""=""blue"")) +"
"0","  labs(x=""False Positive Rate"", y=""True Positive Rate"", title=""ROC Curve Comparison"") +"
"0","  annotate(""text"", x=0.6, y=0.25, label=paste(""Model 1 AUC ="", round(auc1, 3)), color=""red"", size = 8) +"
"0","  annotate(""text"", x=0.6, y=0.15, label=paste(""Model 2 AUC ="", round(auc2, 3)), color=""blue"", size = 8) +"
"0","  rj_custom_theme()"
