"0","#| warning: false"
"0","library(mgcv)"
"0","age_model <- gam(Transported ~ s(Age), data = imputed_sst_data, family = binomial(link = ""logit""))"
"0",""
"0","age_grid <- with(imputed_sst_data, data.frame(Age = seq(min(Age, na.rm = TRUE), max(Age, na.rm = TRUE), length.out = 100)))"
"0","age_grid$Predicted <- predict(age_model, newdata = age_grid, type = ""response"")"
"0",""
"0","ggplot(age_grid, aes(x = Age, y = Predicted)) + "
"0","  geom_line(color = ""#2C3E50"") +"
"0","  geom_ribbon(aes(ymin = Predicted - 2*sqrt(Predicted * (1 - Predicted) / nrow(age_grid)),"
"0","                  ymax = Predicted + 2*sqrt(Predicted * (1 - Predicted) / nrow(age_grid))),"
"0","              fill = ""blue"", alpha = 0.2) +"
"0","  rj_custom_theme()"
